SOUID,    DATE,   TG, Q_TG
107054,19830601,  172,    0
107054,19830602,  152,    0
107054,19830603,  152,    0
107054,19830604,  176,    0
107054,19830605,  178,    0
107054,19830606,  144,    0
107054,19830607,  191,    0
107054,19830608,  206,    0
107054,19830609,  166,    0
107054,19830610,  146,    0
107054,19830611,  162,    0
107054,19830612,  162,    0
107054,19830613,  128,    0
107054,19830614,  158,    0
107054,19830615,  122,    0
107054,19830616,  130,    0
107054,19830617,  143,    0
107054,19830618,  160,    0
107054,19830619,  162,    0
107054,19830620,  176,    0
107054,19830621,  177,    0
107054,19830622,  170,    0
107054,19830623,  178,    0
107054,19830624,  144,    0
107054,19830625,  175,    0
107054,19830626,  183,    0
107054,19830627,  142,    0
107054,19830628,  138,    0
107054,19830629,  176,    0
107054,19830630,  156,    0
107054,19830701,  154,    0
107054,19830702,  196,    0
107054,19830703,  186,    0
107054,19830704,  216,    0
107054,19830705,  221,    0
107054,19830706,  218,    0
107054,19830707,  208,    0
107054,19830708,  223,    0
107054,19830709,  220,    0
107054,19830710,  217,    0
107054,19830711,  234,    0
107054,19830712,  242,    0
107054,19830713,  246,    0
107054,19830714,  234,    0
107054,19830715,  252,    0
107054,19830716,  260,    0
107054,19830717,  236,    0
107054,19830718,  231,    0
107054,19830719,  212,    0
107054,19830720,  186,    0
107054,19830721,  177,    0
107054,19830722,  208,    0
107054,19830723,  206,    0
107054,19830724,  193,    0
107054,19830725,  210,    0
107054,19830726,  224,    0
107054,19830727,  225,    0
107054,19830728,  214,    0
107054,19830729,  232,    0
107054,19830730,  238,    0
107054,19830731,  234,    0
107054,19830801,  171,    0
107054,19830802,  143,    0
107054,19830803,  148,    0
107054,19830804,  171,    0
107054,19830805,  184,    0
107054,19830806,  174,    0
107054,19830807,  178,    0
107054,19830808,  206,    0
107054,19830809,  216,    0
107054,19830810,  205,    0
107054,19830811,  186,    0
107054,19830812,  186,    0
107054,19830813,  180,    0
107054,19830814,  212,    0
107054,19830815,  218,    0
107054,19830816,  198,    0
107054,19830817,  219,    0
107054,19830818,  199,    0
107054,19830819,  238,    0
107054,19830820,  210,    0
107054,19830821,  196,    0
107054,19830822,  216,    0
107054,19830823,  205,    0
107054,19830824,  192,    0
107054,19830825,  198,    0
107054,19830826,  210,    0
107054,19830827,  196,    0
107054,19830828,  176,    0
107054,19830829,  166,    0
107054,19830830,  148,    0
107054,19830831,  200,    0
107054,19830901,  188,    0
107054,19830902,  160,    0
107054,19830903,  163,    0
107054,19830904,  180,    0
107054,19830905,  171,    0
107054,19830906,  145,    0
107054,19830907,  141,    0
107054,19830908,  158,    0
107054,19830909,  158,    0
107054,19830910,  148,    0
107054,19830911,  116,    0
107054,19830912,  124,    0
107054,19830913,  128,    0
107054,19830914,  149,    0
107054,19830915,  158,    0
107054,19830916,  146,    0
107054,19830917,  150,    0
107054,19830918,  148,    0
107054,19830919,  150,    0
107054,19830920,  128,    0
107054,19830921,  128,    0
107054,19830922,  116,    0
107054,19830923,  163,    0
107054,19830924,  176,    0
107054,19830925,  154,    0
107054,19830926,  174,    0
107054,19830927,  172,    0
107054,19830928,  172,    0
107054,19830929,  163,    0
107054,19830930,  161,    0
107054,19831001,  156,    0
107054,19831002,  165,    0
107054,19831003,  177,    0
107054,19831004,  188,    0
107054,19831005,  154,    0
107054,19831006,  133,    0
107054,19831007,  140,    0
107054,19831008,  104,    0
107054,19831009,  134,    0
107054,19831010,  148,    0
107054,19831011,  110,    0
107054,19831012,  116,    0
107054,19831013,  156,    0
107054,19831014,  122,    0
107054,19831015,  112,    0
107054,19831016,  116,    0
107054,19831017,  115,    0
107054,19831018,  129,    0
107054,19831019,  122,    0
107054,19831020,   76,    0
107054,19831021,   88,    0
107054,19831022,   80,    0
107054,19831023,   70,    0
107054,19831024,   70,    0
107054,19831025,   83,    0
107054,19831026,   94,    0
107054,19831027,  106,    0
107054,19831028,   78,    0
107054,19831029,   56,    0
107054,19831030,   41,    0
107054,19831031,   70,    0
107054,19831101,  111,    0
107054,19831102,  139,    0
107054,19831103,  130,    0
107054,19831104,   98,    0
107054,19831105,   98,    0
107054,19831106,  126,    0
107054,19831107,  124,    0
107054,19831108,  135,    0
107054,19831109,  130,    0
107054,19831110,  130,    0
107054,19831111,  100,    0
107054,19831112,   90,    0
107054,19831113,   82,    0
107054,19831114,   44,    0
107054,19831115,   23,    0
107054,19831116,   48,    0
107054,19831117,   76,    0
107054,19831118,   81,    0
107054,19831119,   66,    0
107054,19831120,   70,    0
107054,19831121,   30,    0
107054,19831122,   12,    0
107054,19831123,  -12,    0
107054,19831124,   44,    0
107054,19831125,   88,    0
107054,19831126,  136,    0
107054,19831127,  108,    0
107054,19831128,   85,    0
107054,19831129,   60,    0
107054,19831130,   64,    0
107054,19831201,   42,    0
107054,19831202,   34,    0
107054,19831203,   23,    0
107054,19831204,   23,    0
107054,19831205,   45,    0
107054,19831206,   29,    0
107054,19831207,   30,    0
107054,19831208,   46,    0
107054,19831209,   94,    0
107054,19831210,   36,    0
107054,19831211,   -9,    0
107054,19831212,    4,    0
107054,19831213,   28,    0
107054,19831214,   46,    0
107054,19831215,   65,    0
107054,19831216,   48,    0
107054,19831217,   72,    0
107054,19831218,   63,    0
107054,19831219,   77,    0
107054,19831220,   90,    0
107054,19831221,   77,    0
107054,19831222,   86,    0
107054,19831223,   99,    0
107054,19831224,  114,    0
107054,19831225,  115,    0
107054,19831226,   91,    0
107054,19831227,   81,    0
107054,19831228,  112,    0
107054,19831229,   75,    0
107054,19831230,   57,    0
107054,19831231,   56,    0
107054,19840101,   84,    0
107054,19840102,   79,    0
107054,19840103,   48,    0
107054,19840104,   42,    0
107054,19840105,   40,    0
107054,19840106,   56,    0
107054,19840107,   54,    0
107054,19840108,   34,    0
107054,19840109,   32,    0
107054,19840110,   53,    0
107054,19840111,  100,    0
107054,19840112,   66,    0
107054,19840113,   76,    0
107054,19840114,   69,    0
107054,19840115,   30,    0
107054,19840116,   59,    0
107054,19840117,   46,    0
107054,19840118,   29,    0
107054,19840119,   17,    0
107054,19840120,   18,    0
107054,19840121,   15,    0
107054,19840122,   32,    0
107054,19840123,   26,    0
107054,19840124,   20,    0
107054,19840125,   19,    0
107054,19840126,   42,    0
107054,19840127,   68,    0
107054,19840128,   61,    0
107054,19840129,   67,    0
107054,19840130,   48,    0
107054,19840131,   38,    0
107054,19840201,   50,    0
107054,19840202,   64,    0
107054,19840203,   86,    0
107054,19840204,   81,    0
107054,19840205,   62,    0
107054,19840206,   72,    0
107054,19840207,   74,    0
107054,19840208,   60,    0
107054,19840209,   56,    0
107054,19840210,   34,    0
107054,19840211,   57,    0
107054,19840212,   76,    0
107054,19840213,   28,    0
107054,19840214,   32,    0
107054,19840215,   -2,    0
107054,19840216,    0,    0
107054,19840217,   32,    0
107054,19840218,   30,    0
107054,19840219,    8,    0
107054,19840220,   28,    0
107054,19840221,   41,    0
107054,19840222,   53,    0
107054,19840223,   36,    0
107054,19840224,   33,    0
107054,19840225,   28,    0
107054,19840226,   22,    0
107054,19840227,   34,    0
107054,19840228,   38,    0
107054,19840229,   45,    0
107054,19840301,   78,    0
107054,19840302,   46,    0
107054,19840303,   50,    0
107054,19840304,   36,    0
107054,19840305,   71,    0
107054,19840306,  102,    0
107054,19840307,   90,    0
107054,19840308,   37,    0
107054,19840309,   50,    0
107054,19840310,   54,    0
107054,19840311,   72,    0
107054,19840312,   60,    0
107054,19840313,   44,    0
107054,19840314,   58,    0
107054,19840315,   36,    0
107054,19840316,   34,    0
107054,19840317,   37,    0
107054,19840318,   41,    0
107054,19840319,   42,    0
107054,19840320,   61,    0
107054,19840321,   52,    0
107054,19840322,   65,    0
107054,19840323,   75,    0
107054,19840324,   68,    0
107054,19840325,   52,    0
107054,19840326,   80,    0
107054,19840327,   68,    0
107054,19840328,   41,    0
107054,19840329,   68,    0
107054,19840330,   58,    0
107054,19840331,   48,    0
107054,19840401,   42,    0
107054,19840402,   42,    0
107054,19840403,   30,    0
107054,19840404,   50,    0
107054,19840405,   38,    0
107054,19840406,   53,    0
107054,19840407,   70,    0
107054,19840408,   75,    0
107054,19840409,   88,    0
107054,19840410,   71,    0
107054,19840411,   92,    0
107054,19840412,   72,    0
107054,19840413,   85,    0
107054,19840414,   93,    0
107054,19840415,   88,    0
107054,19840416,   59,    0
107054,19840417,   72,    0
107054,19840418,  111,    0
107054,19840419,  132,    0
107054,19840420,  127,    0
107054,19840421,  148,    0
107054,19840422,  146,    0
107054,19840423,  121,    0
107054,19840424,  124,    0
107054,19840425,  151,    0
107054,19840426,  146,    0
107054,19840427,  122,    0
107054,19840428,  106,    0
107054,19840429,  101,    0
107054,19840430,  114,    0
107054,19840501,  125,    0
107054,19840502,  116,    0
107054,19840503,  103,    0
107054,19840504,  120,    0
107054,19840505,  112,    0
107054,19840506,  100,    0
107054,19840507,   83,    0
107054,19840508,   75,    0
107054,19840509,   89,    0
107054,19840510,  102,    0
107054,19840511,   88,    0
107054,19840512,  100,    0
107054,19840513,  104,    0
107054,19840514,  113,    0
107054,19840515,  100,    0
107054,19840516,  128,    0
107054,19840517,  110,    0
107054,19840518,  116,    0
107054,19840519,  106,    0
107054,19840520,   96,    0
107054,19840521,  101,    0
107054,19840522,  112,    0
107054,19840523,  129,    0
107054,19840524,  166,    0
107054,19840525,  106,    0
107054,19840526,   98,    0
107054,19840527,   77,    0
107054,19840528,   84,    0
107054,19840529,  126,    0
107054,19840530,  141,    0
107054,19840531,  144,    0
107054,19840601,  122,    0
107054,19840602,  128,    0
107054,19840603,  137,    0
107054,19840604,  123,    0
107054,19840605,  125,    0
107054,19840606,  140,    0
107054,19840607,  169,    0
107054,19840608,  160,    0
107054,19840609,  156,    0
107054,19840610,  180,    0
107054,19840611,  153,    0
107054,19840612,  156,    0
107054,19840613,  180,    0
107054,19840614,  193,    0
107054,19840615,  171,    0
107054,19840616,  174,    0
107054,19840617,  194,    0
107054,19840618,  200,    0
107054,19840619,  212,    0
107054,19840620,  222,    0
107054,19840621,  185,    0
107054,19840622,  160,    0
107054,19840623,  138,    0
107054,19840624,  148,    0
107054,19840625,  178,    0
107054,19840626,  193,    0
107054,19840627,  184,    0
107054,19840628,  138,    0
107054,19840629,  130,    0
107054,19840630,  140,    0
107054,19840701,  162,    0
107054,19840702,  145,    0
107054,19840703,  152,    0
107054,19840704,  161,    0
107054,19840705,  190,    0
107054,19840706,  200,    0
107054,19840707,  209,    0
107054,19840708,  236,    0
107054,19840709,  184,    0
107054,19840710,  194,    0
107054,19840711,  182,    0
107054,19840712,  168,    0
107054,19840713,  172,    0
107054,19840714,  170,    0
107054,19840715,  150,    0
107054,19840716,  158,    0
107054,19840717,  168,    0
107054,19840718,  202,    0
107054,19840719,  177,    0
107054,19840720,  162,    0
107054,19840721,  192,    0
107054,19840722,  200,    0
107054,19840723,  204,    0
107054,19840724,  182,    0
107054,19840725,  160,    0
107054,19840726,  180,    0
107054,19840727,  216,    0
107054,19840728,  232,    0
107054,19840729,  205,    0
107054,19840730,  234,    0
107054,19840731,  208,    0
107054,19840801,  184,    0
107054,19840802,  184,    0
107054,19840803,  194,    0
107054,19840804,  170,    0
107054,19840805,  166,    0
107054,19840806,  162,    0
107054,19840807,  170,    0
107054,19840808,  164,    0
107054,19840809,  183,    0
107054,19840810,  166,    0
107054,19840811,  158,    0
107054,19840812,  173,    0
107054,19840813,  202,    0
107054,19840814,  206,    0
107054,19840815,  204,    0
107054,19840816,  194,    0
107054,19840817,  192,    0
107054,19840818,  194,    0
107054,19840819,  212,    0
107054,19840820,  220,    0
107054,19840821,  236,    0
107054,19840822,  206,    0
107054,19840823,  208,    0
107054,19840824,  208,    0
107054,19840825,  200,    0
107054,19840826,  184,    0
107054,19840827,  205,    0
107054,19840828,  207,    0
107054,19840829,  203,    0
107054,19840830,  218,    0
107054,19840831,  216,    0
107054,19840901,  202,    0
107054,19840902,  188,    0
107054,19840903,  210,    0
107054,19840904,  154,    0
107054,19840905,  116,    0
107054,19840906,  136,    0
107054,19840907,  128,    0
107054,19840908,  143,    0
107054,19840909,  174,    0
107054,19840910,  136,    0
107054,19840911,  162,    0
107054,19840912,  170,    0
107054,19840913,  170,    0
107054,19840914,  167,    0
107054,19840915,  152,    0
107054,19840916,  160,    0
107054,19840917,  145,    0
107054,19840918,  137,    0
107054,19840919,  152,    0
107054,19840920,  149,    0
107054,19840921,  116,    0
107054,19840922,  128,    0
107054,19840923,  101,    0
107054,19840924,  110,    0
107054,19840925,  109,    0
107054,19840926,  120,    0
107054,19840927,  130,    0
107054,19840928,  168,    0
107054,19840929,  164,    0
107054,19840930,  144,    0
107054,19841001,  106,    0
107054,19841002,  111,    0
107054,19841003,  114,    0
107054,19841004,  114,    0
107054,19841005,  118,    0
107054,19841006,  108,    0
107054,19841007,   99,    0
107054,19841008,  148,    0
107054,19841009,  160,    0
107054,19841010,  130,    0
107054,19841011,  110,    0
107054,19841012,  132,    0
107054,19841013,  132,    0
107054,19841014,  142,    0
107054,19841015,  106,    0
107054,19841016,  133,    0
107054,19841017,  130,    0
107054,19841018,  138,    0
107054,19841019,  134,    0
107054,19841020,  112,    0
107054,19841021,  102,    0
107054,19841022,  124,    0
107054,19841023,  122,    0
107054,19841024,  110,    0
107054,19841025,  132,    0
107054,19841026,   83,    0
107054,19841027,   70,    0
107054,19841028,   87,    0
107054,19841029,  148,    0
107054,19841030,  159,    0
107054,19841031,  148,    0
107054,19841101,  144,    0
107054,19841102,  142,    0
107054,19841103,   88,    0
107054,19841104,   78,    0
107054,19841105,   75,    0
107054,19841106,   86,    0
107054,19841107,  104,    0
107054,19841108,  128,    0
107054,19841109,  121,    0
107054,19841110,  120,    0
107054,19841111,  104,    0
107054,19841112,  130,    0
107054,19841113,   96,    0
107054,19841114,  104,    0
107054,19841115,   30,    0
107054,19841116,   48,    0
107054,19841117,   50,    0
107054,19841118,   68,    0
107054,19841119,   68,    0
107054,19841120,   64,    0
107054,19841121,   84,    0
107054,19841122,  105,    0
107054,19841123,  114,    0
107054,19841124,  104,    0
107054,19841125,   80,    0
107054,19841126,   52,    0
107054,19841127,   68,    0
107054,19841128,  114,    0
107054,19841129,  111,    0
107054,19841130,  108,    0
107054,19841201,  112,    0
107054,19841202,   78,    0
107054,19841203,   76,    0
107054,19841204,   90,    0
107054,19841205,  102,    0
107054,19841206,   78,    0
107054,19841207,   81,    0
107054,19841208,   61,    0
107054,19841209,   59,    0
107054,19841210,   48,    0
107054,19841211,   24,    0
107054,19841212,   38,    0
107054,19841213,   60,    0
107054,19841214,   62,    0
107054,19841215,   53,    0
107054,19841216,   40,    0
107054,19841217,   54,    0
107054,19841218,   37,    0
107054,19841219,   54,    0
107054,19841220,  102,    0
107054,19841221,   46,    0
107054,19841222,   61,    0
107054,19841223,   80,    0
107054,19841224,   82,    0
107054,19841225,   32,    0
107054,19841226,   18,    0
107054,19841227,   22,    0
107054,19841228,   17,    0
107054,19841229,   20,    0
107054,19841230,   28,    0
107054,19841231,   71,    0
107054,19850101,   40,    0
107054,19850102,   22,    0
107054,19850103,   20,    0
107054,19850104,   14,    0
107054,19850105,  -12,    0
107054,19850106,   -8,    0
107054,19850107,  -31,    0
107054,19850108,  -40,    0
107054,19850109,  -12,    0
107054,19850110,   -2,    0
107054,19850111,    1,    0
107054,19850112,    6,    0
107054,19850113,  -13,    0
107054,19850114,  -14,    0
107054,19850115,  -22,    0
107054,19850116,  -52,    0
107054,19850117,  -36,    0
107054,19850118,  -30,    0
107054,19850119,    9,    0
107054,19850120,   31,    0
107054,19850121,   54,    0
107054,19850122,   29,    0
107054,19850123,   20,    0
107054,19850124,   27,    0
107054,19850125,   40,    0
107054,19850126,   40,    0
107054,19850127,    8,    0
107054,19850128,   39,    0
107054,19850129,   72,    0
107054,19850130,   66,    0
107054,19850131,   80,    0
107054,19850201,  110,    0
107054,19850202,   97,    0
107054,19850203,   84,    0
107054,19850204,   93,    0
107054,19850205,   52,    0
107054,19850206,   72,    0
107054,19850207,   43,    0
107054,19850208,   32,    0
107054,19850209,   -2,    0
107054,19850210,  -26,    0
107054,19850211,  -26,    0
107054,19850212,  -26,    0
107054,19850213,  -41,    0
107054,19850214,  -25,    0
107054,19850215,  -19,    0
107054,19850216,   -4,    0
107054,19850217,   12,    0
107054,19850218,    9,    0
107054,19850219,  -12,    0
107054,19850220,   12,    0
107054,19850221,   32,    0
107054,19850222,   35,    0
107054,19850223,   60,    0
107054,19850224,   77,    0
107054,19850225,   60,    0
107054,19850226,   62,    0
107054,19850227,   70,    0
107054,19850228,   64,    0
107054,19850301,   68,    0
107054,19850302,   50,    0
107054,19850303,   72,    0
107054,19850304,   68,    0
107054,19850305,   51,    0
107054,19850306,   50,    0
107054,19850307,   59,    0
107054,19850308,   65,    0
107054,19850309,   68,    0
107054,19850310,   82,    0
107054,19850311,   64,    0
107054,19850312,   50,    0
107054,19850313,   34,    0
107054,19850314,   51,    0
107054,19850315,   24,    0
107054,19850316,   22,    0
107054,19850317,   18,    0
107054,19850318,   28,    0
107054,19850319,   17,    0
107054,19850320,    6,    0
107054,19850321,   26,    0
107054,19850322,   57,    0
107054,19850323,   64,    0
107054,19850324,   79,    0
107054,19850325,   50,    0
107054,19850326,   50,    0
107054,19850327,   54,    0
107054,19850328,   39,    0
107054,19850329,   70,    0
107054,19850330,   97,    0
107054,19850331,  122,    0
107054,19850401,  130,    0
107054,19850402,  124,    0
107054,19850403,  148,    0
107054,19850404,  134,    0
107054,19850405,  108,    0
107054,19850406,  108,    0
107054,19850407,   97,    0
107054,19850408,  100,    0
107054,19850409,   84,    0
107054,19850410,   89,    0
107054,19850411,   84,    0
107054,19850412,   88,    0
107054,19850413,   92,    0
107054,19850414,   99,    0
107054,19850415,   77,    0
107054,19850416,  125,    0
107054,19850417,  114,    0
107054,19850418,  126,    0
107054,19850419,  128,    0
107054,19850420,   78,    0
107054,19850421,   56,    0
107054,19850422,  102,    0
107054,19850423,   80,    0
107054,19850424,   67,    0
107054,19850425,   74,    0
107054,19850426,   53,    0
107054,19850427,   86,    0
107054,19850428,   48,    0
107054,19850429,   78,    0
107054,19850430,  117,    0
107054,19850501,   97,    0
107054,19850502,  100,    0
107054,19850503,   90,    0
107054,19850504,   98,    0
107054,19850505,   92,    0
107054,19850506,  107,    0
107054,19850507,  130,    0
107054,19850508,  125,    0
107054,19850509,  116,    0
107054,19850510,   84,    0
107054,19850511,   84,    0
107054,19850512,   93,    0
107054,19850513,  110,    0
107054,19850514,   99,    0
107054,19850515,  128,    0
107054,19850516,  132,    0
107054,19850517,  153,    0
107054,19850518,  154,    0
107054,19850519,  132,    0
107054,19850520,  148,    0
107054,19850521,  142,    0
107054,19850522,  126,    0
107054,19850523,  124,    0
107054,19850524,  134,    0
107054,19850525,  152,    0
107054,19850526,  170,    0
107054,19850527,  150,    0
107054,19850528,  140,    0
107054,19850529,  142,    0
107054,19850530,  128,    0
107054,19850531,  132,    0
107054,19850601,  141,    0
107054,19850602,  164,    0
107054,19850603,  177,    0
107054,19850604,  178,    0
107054,19850605,  172,    0
107054,19850606,  130,    0
107054,19850607,   99,    0
107054,19850608,   98,    0
107054,19850609,  139,    0
107054,19850610,  128,    0
107054,19850611,  132,    0
107054,19850612,  133,    0
107054,19850613,  126,    0
107054,19850614,  128,    0
107054,19850615,  116,    0
107054,19850616,  140,    0
107054,19850617,  137,    0
107054,19850618,  140,    0
107054,19850619,  158,    0
107054,19850620,  156,    0
107054,19850621,  134,    0
107054,19850622,  144,    0
107054,19850623,  150,    0
107054,19850624,  154,    0
107054,19850625,  121,    0
107054,19850626,  140,    0
107054,19850627,  146,    0
107054,19850628,  138,    0
107054,19850629,  170,    0
107054,19850630,  172,    0
107054,19850701,  182,    0
107054,19850702,  183,    0
107054,19850703,  188,    0
107054,19850704,  206,    0
107054,19850705,  224,    0
107054,19850706,  160,    0
107054,19850707,  162,    0
107054,19850708,  184,    0
107054,19850709,  177,    0
107054,19850710,  162,    0
107054,19850711,  167,    0
107054,19850712,  198,    0
107054,19850713,  214,    0
107054,19850714,  212,    0
107054,19850715,  157,    0
107054,19850716,  173,    0
107054,19850717,  161,    0
107054,19850718,  168,    0
107054,19850719,  156,    0
107054,19850720,  154,    0
107054,19850721,  147,    0
107054,19850722,  170,    0
107054,19850723,  184,    0
107054,19850724,  196,    0
107054,19850725,  224,    0
107054,19850726,  195,    0
107054,19850727,  192,    0
107054,19850728,  176,    0
107054,19850729,  162,    0
107054,19850730,  166,    0
107054,19850731,  186,    0
107054,19850801,  167,    0
107054,19850802,  156,    0
107054,19850803,  156,    0
107054,19850804,  146,    0
107054,19850805,  158,    0
107054,19850806,  142,    0
107054,19850807,  138,    0
107054,19850808,  151,    0
107054,19850809,  166,    0
107054,19850810,  155,    0
107054,19850811,  152,    0
107054,19850812,  156,    0
107054,19850813,  159,    0
107054,19850814,  172,    0
107054,19850815,  158,    0
107054,19850816,  158,    0
107054,19850817,  158,    0
107054,19850818,  164,    0
107054,19850819,  184,    0
107054,19850820,  164,    0
107054,19850821,  176,    0
107054,19850822,  161,    0
107054,19850823,  156,    0
107054,19850824,  160,    0
107054,19850825,  144,    0
107054,19850826,  143,    0
107054,19850827,  148,    0
107054,19850828,  178,    0
107054,19850829,  200,    0
107054,19850830,  200,    0
107054,19850831,  170,    0
107054,19850901,  141,    0
107054,19850902,  140,    0
107054,19850903,  160,    0
107054,19850904,  134,    0
107054,19850905,  157,    0
107054,19850906,  117,    0
107054,19850907,  128,    0
107054,19850908,  158,    0
107054,19850909,  175,    0
107054,19850910,  170,    0
107054,19850911,  176,    0
107054,19850912,  192,    0
107054,19850913,  150,    0
107054,19850914,  132,    0
107054,19850915,  130,    0
107054,19850916,  141,    0
107054,19850917,  178,    0
107054,19850918,  174,    0
107054,19850919,  172,    0
107054,19850920,  148,    0
107054,19850921,  161,    0
107054,19850922,  197,    0
107054,19850923,  174,    0
107054,19850924,  150,    0
107054,19850925,  164,    0
107054,19850926,  186,    0
107054,19850927,  172,    0
107054,19850928,  154,    0
107054,19850929,  182,    0
107054,19850930,  186,    0
107054,19851001,  201,    0
107054,19851002,  184,    0
107054,19851003,  193,    0
107054,19851004,  164,    0
107054,19851005,  153,    0
107054,19851006,  152,    0
107054,19851007,  128,    0
107054,19851008,  110,    0
107054,19851009,  124,    0
107054,19851010,  146,    0
107054,19851011,  166,    0
107054,19851012,  142,    0
107054,19851013,  123,    0
107054,19851014,  115,    0
107054,19851015,  118,    0
107054,19851016,  121,    0
107054,19851017,  122,    0
107054,19851018,  122,    0
107054,19851019,  121,    0
107054,19851020,  106,    0
107054,19851021,   99,    0
107054,19851022,  108,    0
107054,19851023,  109,    0
107054,19851024,  106,    0
107054,19851025,   96,    0
107054,19851026,   74,    0
107054,19851027,   96,    0
107054,19851028,  104,    0
107054,19851029,   88,    0
107054,19851030,   82,    0
107054,19851031,   73,    0
107054,19851101,   78,    0
107054,19851102,   56,    0
107054,19851103,   30,    0
107054,19851104,   70,    0
107054,19851105,  109,    0
107054,19851106,   70,    0
107054,19851107,   99,    0
107054,19851108,  129,    0
107054,19851109,  116,    0
107054,19851110,   44,    0
107054,19851111,   36,    0
107054,19851112,   17,    0
107054,19851113,   13,    0
107054,19851114,   13,    0
107054,19851115,   26,    0
107054,19851116,   31,    0
107054,19851117,   40,    0
107054,19851118,   36,    0
107054,19851119,   15,    0
107054,19851120,   18,    0
107054,19851121,   36,    0
107054,19851122,   51,    0
107054,19851123,   52,    0
107054,19851124,   39,    0
107054,19851125,   46,    0
107054,19851126,   27,    0
107054,19851127,   25,    0
107054,19851128,    9,    0
107054,19851129,   11,    0
107054,19851130,   60,    0
107054,19851201,   99,    0
107054,19851202,  138,    0
107054,19851203,  136,    0
107054,19851204,  124,    0
107054,19851205,  114,    0
107054,19851206,   79,    0
107054,19851207,   82,    0
107054,19851208,   64,    0
107054,19851209,   50,    0
107054,19851210,   52,    0
107054,19851211,   57,    0
107054,19851212,   86,    0
107054,19851213,  102,    0
107054,19851214,  125,    0
107054,19851215,  113,    0
107054,19851216,  103,    0
107054,19851217,   90,    0
107054,19851218,  102,    0
107054,19851219,   76,    0
107054,19851220,   80,    0
107054,19851221,  113,    0
107054,19851222,   99,    0
107054,19851223,   80,    0
107054,19851224,   91,    0
107054,19851225,   73,    0
107054,19851226,   64,    0
107054,19851227,   28,    0
107054,19851228,  -33,    0
107054,19851229,  -24,    0
107054,19851230,   -5,    0
107054,19851231,    0,    0
107054,19860101,   27,    0
107054,19860102,   49,    0
107054,19860103,   35,    0
107054,19860104,   10,    0
107054,19860105,    4,    0
107054,19860106,   15,    0
107054,19860107,   -2,    0
107054,19860108,   18,    0
107054,19860109,   52,    0
107054,19860110,   70,    0
107054,19860111,   72,    0
107054,19860112,   62,    0
107054,19860113,   72,    0
107054,19860114,   71,    0
107054,19860115,   60,    0
107054,19860116,   27,    0
107054,19860117,   42,    0
107054,19860118,   62,    0
107054,19860119,  108,    0
107054,19860120,   62,    0
107054,19860121,   68,    0
107054,19860122,   58,    0
107054,19860123,   70,    0
107054,19860124,   36,    0
107054,19860125,   20,    0
107054,19860126,   -4,    0
107054,19860127,    3,    0
107054,19860128,   22,    0
107054,19860129,   20,    0
107054,19860130,   30,    0
107054,19860131,   32,    0
107054,19860201,   26,    0
107054,19860202,   32,    0
107054,19860203,   16,    0
107054,19860204,   24,    0
107054,19860205,   15,    0
107054,19860206,  -10,    0
107054,19860207,  -10,    0
107054,19860208,  -11,    0
107054,19860209,  -24,    0
107054,19860210,  -44,    0
107054,19860211,  -36,    0
107054,19860212,    2,    0
107054,19860213,    3,    0
107054,19860214,   -8,    0
107054,19860215,    5,    0
107054,19860216,    8,    0
107054,19860217,    4,    0
107054,19860218,   -2,    0
107054,19860219,    4,    0
107054,19860220,   -9,    0
107054,19860221,  -36,    0
107054,19860222,  -26,    0
107054,19860223,  -16,    0
107054,19860224,    2,    0
107054,19860225,  -18,    0
107054,19860226,  -10,    0
107054,19860227,   -6,    0
107054,19860228,   -6,    0
107054,19860301,  -13,    0
107054,19860302,   12,    0
107054,19860303,    7,    0
107054,19860304,   38,    0
107054,19860305,   79,    0
107054,19860306,   59,    0
107054,19860307,   50,    0
107054,19860308,   44,    0
107054,19860309,   52,    0
107054,19860310,   62,    0
107054,19860311,   57,    0
107054,19860312,   38,    0
107054,19860313,   38,    0
107054,19860314,   62,    0
107054,19860315,   83,    0
107054,19860316,   74,    0
107054,19860317,   74,    0
107054,19860318,   74,    0
107054,19860319,   77,    0
107054,19860320,   79,    0
107054,19860321,   62,    0
107054,19860322,   84,    0
107054,19860323,   88,    0
107054,19860324,   75,    0
107054,19860325,   48,    0
107054,19860326,   60,    0
107054,19860327,   96,    0
107054,19860328,   76,    0
107054,19860329,   86,    0
107054,19860330,   46,    0
107054,19860331,   64,    0
107054,19860401,   77,    0
107054,19860402,   47,    0
107054,19860403,   56,    0
107054,19860404,   60,    0
107054,19860405,   38,    0
107054,19860406,   34,    0
107054,19860407,   32,    0
107054,19860408,   38,    0
107054,19860409,   70,    0
107054,19860410,   45,    0
107054,19860411,   28,    0
107054,19860412,   44,    0
107054,19860413,   42,    0
107054,19860414,   68,    0
107054,19860415,   84,    0
107054,19860416,   78,    0
107054,19860417,   74,    0
107054,19860418,   67,    0
107054,19860419,   69,    0
107054,19860420,  100,    0
107054,19860421,   71,    0
107054,19860422,   78,    0
107054,19860423,   83,    0
107054,19860424,  106,    0
107054,19860425,  108,    0
107054,19860426,  108,    0
107054,19860427,  120,    0
107054,19860428,  102,    0
107054,19860429,   88,    0
107054,19860430,   96,    0
107054,19860501,  124,    0
107054,19860502,  150,    0
107054,19860503,  108,    0
107054,19860504,  110,    0
107054,19860505,  121,    0
107054,19860506,  113,    0
